Artist Name,Track Name,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in ms,time_signature,Class
Gugun Power Trio,Vixen Eyes,-0.551,0.863,0.808,0.015,0.037,0.755,-0.275,-0.538,-0.582,-0.548,1.798,-0.425,0.499,0.21,2
The Sounds,No One Sleeps When I‚Äôm Awake,-0.145,-0.099,0.8,0.015,0.937,0.755,-0.43,-0.79,-0.589,-0.309,0.137,0.316,0.568,0.21,1
Phat Phunktion,Well Run Dry,-0.261,1.002,1.067,1.011,1.067,0.755,-0.058,-0.602,-0.575,-0.196,1.065,0.082,0.394,0.21,2
Wallie the Sensei,03 Flow,0.24,1.393,-1.201,-1.644,-1.202,0.755,1.236,1.297,-0.332,-0.821,0.087,-1.035,0.069,0.21,5
Akiva,◊ê◊ú ◊™◊¢◊ñ◊ë◊ô ◊ô◊ì◊ô◊ô◊ù,0.319,0.328,-0.883,-1.644,-0.01,-1.324,-0.385,1.577,-0.589,0.175,-0.954,-1.168,0.069,0.21,9
"Johnny Duncan, Janie Fricke",Stranger,-0.145,0.16,-0.458,-0.317,-0.305,0.755,-0.627,-0.406,-0.54,0.677,1.727,-0.168,-1.793,0.21,4
Foushe√©,Deep End,2.001,1.008,-0.301,-0.648,0.191,-1.324,1.798,1.645,-0.168,-0.252,0.203,0.072,-0.531,0.21,10
Slikback,Quoios,-1.653,0.298,0.732,0.062,-0.487,-1.324,-0.019,-0.7,2.554,-0.434,-1.768,0.251,0.156,0.21,6
The Goo Goo Dolls,Come to Me,0.319,0.274,0.026,-0.01,0.76,0.755,-0.651,-0.633,-0.168,-0.409,-0.271,-1.034,0.22,0.21,10
The Promise Ring,Red & Blue Jeans,-0.319,-0.099,-0.042,-0.01,0.166,0.755,-0.574,-0.793,1.962,-0.491,1.352,-1.568,-0.229,0.21,10
Tkay Maidza,Where Is My Mind?,0.841,0.003,-0.662,-1.644,0.728,-1.324,-0.578,-0.777,-0.588,0.577,-1.396,0.858,-0.21,0.21,6
Elina Filice,Thinking of You,-0.087,0.785,-0.279,-1.312,-0.464,0.755,1.87,1.094,-0.589,-0.645,-0.58,-0.77,0.536,0.21,1
Demob Happy,Mother Machine,-0.551,-1.476,0.06,0.015,-0.232,0.755,0.109,-0.782,-0.578,-0.679,-0.592,0.229,0.138,0.21,10
The Moody Blues,Nights In White Satin - Single Edit,-2.522,-2.174,-0.9,-0.648,0.017,-1.324,-0.591,0.006,0.167,-0.064,-1.171,1.217,0.577,-2.555,10
Twin Wild,Willow Tree,0.145,-0.52,0.953,0.679,0.932,0.755,-0.316,-0.795,0.152,-0.541,-1.104,-0.934,-0.012,0.21,1
Movulango,Leave,-0.783,1.206,-0.772,-1.312,-0.224,0.755,-0.483,-0.756,-0.403,-0.779,0.898,-0.359,-0.265,0.21,6
J.I the Prince of N.Y,R&B Shit (feat. A Boogie Wit da Hoodie),1.189,-0.009,-0.87,0.015,-0.735,-1.324,3.665,0.792,-0.332,-0.683,0.041,-0.792,0.107,0.21,5
Kansas,Carry on Wayward Son,1.827,-0.369,0.524,0.347,0.537,0.755,-0.571,-0.785,-0.589,1.569,1.277,0.14,1.092,0.21,10
Lofofora,La surface,-1.943,-0.087,1.042,-0.648,0.539,0.755,-0.078,-0.795,-0.587,-0.522,0.399,0.792,0.485,0.21,10
Carlton Maison Quartet,Time After Time,0.783,-0.4,-2.221,-0.083,-1.444,0.755,-0.493,2.343,-0.256,-0.608,-0.859,-1.481,-1.793,0.21,7
MICHELLE,SUNRISE,0.493,1.465,-1.023,0.062,-0.158,0.755,-0.273,0.129,-0.175,0.652,0.503,-1.204,-0.215,0.21,6
Deftones,Do You Believe,-0.261,-1.717,1.084,-0.05,0.093,0.755,-0.168,-0.795,-0.378,0.916,0.174,2.037,0.069,0.21,8
The Smashing Pumpkins,Bullet With Butterfly Wings,1.653,-0.839,0.243,1.343,-0.313,-1.324,-0.208,-0.795,2.524,-0.939,-0.047,-0.026,0.515,0.21,10
The Wrecks,Fvck Somebody,0.551,-0.063,-0.008,0.015,0.67,-1.324,-0.454,-0.718,-0.589,0.947,0.486,0.658,-0.176,0.21,1
Trinidad Cardona,Dinero,2.522,0.99,0.507,-1.312,0.796,0.755,-0.147,-0.771,-0.403,-0.56,-0.009,-0.089,-1.793,0.21,9
Leon Bridges,Motorbike,1.363,1.068,-0.755,-0.317,-0.816,-1.324,-0.139,-0.287,0.435,-0.56,0.532,0.927,-0.108,0.21,9
Amaarae,JUMPING SHIP,0.435,1.291,-0.262,-0.648,0.215,-1.324,0.733,-0.309,-0.559,-0.171,0.37,0.115,0.008,0.21,9
"Lata Mangeshkar, Mukesh",Dil Ki Nazar Se,-1.073,0.1,-1.864,-0.317,-1.899,-1.324,-0.513,2.034,-0.589,1.18,1.202,-1.342,-1.793,-2.555,3
Martin Garrix,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),1.943,0.707,0.256,-0.317,0.231,-1.324,-0.276,-0.219,-0.589,-0.353,-0.709,-0.299,-0.33,0.21,9
Shekel,◊ô◊ú◊ì ◊¢◊ô◊ß◊©,-1.131,1.742,0.273,-1.312,0.623,0.755,1.415,-0.639,-0.332,-0.478,-0.301,-0.596,-0.113,0.21,5
Emeli Sand√©,Next To Me,0.957,0.725,0.579,0.347,0.689,-1.324,-0.513,-0.495,-0.588,-0.573,-0.567,-0.934,-0.036,0.21,9
War & Pierce,Amen,0.319,1.453,-0.989,-0.648,-0.381,-1.324,-0.172,0.222,-0.583,-0.711,0.02,-1.239,0.417,0.21,10
Ash,Shining Light,0.319,-0.369,1.152,-1.312,1.093,0.755,-0.413,-0.795,-0.581,-0.554,0.166,-0.541,0.967,0.21,10
Gong,My Sawtooth Wake,-1.247,0.015,0.515,1.675,-0.162,0.755,-0.439,-0.79,-0.045,-0.659,-0.958,-0.087,5.307,0.21,10
THE DRIVER ERA,Preacher Man,0.609,0.876,1.208,-1.644,0.984,0.755,0.12,-0.789,-0.168,0.2,-0.388,-0.089,0.166,0.21,10
E the profit,Bluegrass,-0.725,1.429,-0.781,0.009,-0.117,0.755,3.964,-0.715,-0.403,-0.177,0.973,0.923,-0.746,0.21,9
Local Boy,Horizon,-0.319,1.074,-0.853,-1.644,-0.818,-1.324,0.733,-0.335,-0.589,2.084,1.069,1.199,0.215,0.21,6
Shrezzers,Demure,-0.029,-1.073,1.178,-1.644,1.133,-1.324,0.853,-0.793,-0.588,-0.648,-0.7,2.614,0.46,0.21,10
Foxy Brown,Oh Yeah,0.435,0.448,0.12,1.343,0.215,-1.324,2.732,-0.781,-0.589,-0.847,1.148,1.617,0.537,0.21,5
Britney Spears,Gasoline,-0.145,1.285,0.298,0.347,0.788,0.755,-0.342,-0.222,-0.589,-0.598,0.274,-0.089,-1.793,0.21,9
France Gall,Laisse tomber les filles,-0.319,0.719,0.154,-1.312,-0.432,0.755,-0.579,0.766,0.391,-0.608,1.993,0.345,-0.677,0.21,6
Faye Webster,Better Distractions,0.435,0.984,-0.636,0.015,-0.402,0.755,-0.664,-0.593,-0.506,-0.657,0.366,-0.889,0.44,0.21,6
my bloody valentine,only shallow,0.841,-2.426,-0.093,0.062,-0.623,0.755,-0.449,-0.795,2.528,-0.554,-0.559,1.609,0.499,0.21,6
COIN,Sprite,0.725,0.118,0.12,-1.312,-0.024,0.755,-0.527,-0.754,-0.587,-0.765,-0.255,1.164,-0.089,0.21,6
Joshua Burnside,Under the Concrete,0.087,-0.676,-1.15,0.015,-0.515,-1.324,-0.254,1.474,-0.589,-0.139,-0.775,-0.81,0.046,-2.555,1
patchymate,Mirages,-0.145,0.136,-0.216,0.015,0.8,0.755,0.315,-0.578,-0.403,-0.818,1.023,-0.143,-0.644,0.21,9
Mirrors,Damien,-0.435,-0.58,1.344,-0.317,1.222,-1.324,1.415,-0.778,-0.589,-0.164,-1.677,-0.359,0.523,0.21,8
M|O|O|N,Dust,0.783,-0.754,-0.012,-1.312,-0.012,-1.324,-0.419,-0.761,2.651,-0.776,-1.004,-0.765,0.908,0.21,6
Wolfheart,The Hammer,-1.479,-0.598,1.203,-0.317,0.23,0.755,0.008,-0.795,2.364,-0.554,-1.836,-0.597,1.5,0.21,8
Palaye Royale,Lonely,1.363,0.473,-0.186,-1.312,0.373,-1.324,-0.282,-0.595,-0.168,-0.723,-0.013,0.857,-0.129,0.21,10
Rosie Flores,If There Was a Way,-0.783,-1.163,-0.709,0.347,0.415,-1.324,-0.586,0.434,-0.588,-0.61,0.02,1.892,0.582,-2.555,2
Villagers,A Trick of the Light,0.957,0.118,-0.241,1.675,-0.061,0.755,-0.634,0.856,-0.443,-0.403,-0.255,0.926,0.424,0.21,1
Preston Shannon,Baby I Will,-2.001,1.206,-0.709,0.347,-0.716,-1.324,-0.637,0.615,-0.589,-0.997,1.977,-1.173,0.61,0.21,2
Lemon [Feat. Sharon Van Etten],"Local Natives, Sharon Van Etten",0.609,0.424,-1.648,-0.98,-0.206,0.755,-0.631,2.115,-0.589,-0.491,-0.763,0.279,-1.793,-2.555,0
Blue √ñyster Cult,Veteran of the Psychic Wars,0.261,-0.544,0.481,-0.01,-0.5,0.755,-0.437,-0.274,-0.589,0.96,0.341,-1.239,0.793,0.21,10
Bleed From Within,The End of All We Know,0.493,-1.398,1.259,0.015,0.693,-1.324,0.327,-0.794,-0.588,0.828,-0.625,0.906,0.453,-2.555,8
Eden Ben Zaken,◊™◊ñ◊ô◊ñ◊ï,-0.145,1.134,1.025,0.679,0.94,0.755,-0.365,-0.325,-0.589,-0.334,1.373,-0.595,0.188,0.21,9
Karnatriix,Entharo Pallavi & Charanam,-0.957,0.701,-0.798,0.347,-0.554,0.755,-0.596,1.622,2.822,-0.554,-1.133,0.014,0.833,0.21,6
Inhaler,When It Breaks,0.551,-0.688,1.28,-1.312,0.431,-1.324,0.124,-0.794,-0.579,-0.032,-1.167,0.792,0.177,0.21,10
Charming Liars,White Leather Electric Chair,0.143,0.304,0.298,1.011,0.378,-1.324,-0.395,-0.774,-0.589,-0.863,0.678,-0.63,0.057,0.21,10
Chris Marshall,Tun Up,-0.145,1.212,0.702,-1.312,0.956,-1.324,-0.243,-0.107,-0.589,-0.813,1.527,-0.937,0.233,0.21,9
Friedberg,Lizzy,-0.261,-0.261,0.655,-1.644,0.503,0.755,-0.407,-0.795,-0.246,-0.378,-0.026,0.283,0.262,0.21,6
To The Grave,(‚Ä¢REC),-0.319,-2.222,0.672,1.011,0.185,0.755,0.434,-0.795,-0.457,-0.651,-1.358,-1.672,-0.335,0.21,8
ABSOLUTE.,Convalesce (feat. REGALJASON),-0.145,0.16,0.6,0.679,0.289,0.755,-0.511,-0.776,2.331,-0.516,-1.693,0.012,0.432,0.21,1
Billy Joel,She's Always a Woman,1.479,-1.512,-1.439,-0.98,-1.009,0.755,-0.54,1.77,-0.587,-0.478,-0.426,1.826,-1.793,-2.555,0
Laura Marling,Devil's Resting Place,-0.145,-0.881,-0.352,-1.312,-1.061,-1.324,-0.304,0.85,-0.483,-0.62,0.653,-1.118,-0.056,0.21,2
Seas on the Moon,Door to Life (2017),-1.247,-0.213,1.254,1.675,0.832,0.755,-0.338,-0.795,2.174,1.965,-0.704,-0.258,0.565,-2.555,8
Miri Mesika,◊™◊©◊ô◊ù ◊™◊©◊ô◊ù,-1.421,0.394,0.447,0.015,0.705,-1.324,1.655,-0.171,-0.403,-0.321,-0.613,-1.102,0.176,0.21,9
Young K,Insomnia,-0.087,-0.267,-0.042,-1.644,1.396,0.755,-0.157,-0.569,-0.168,-0.321,0.582,2.077,-0.14,0.21,10
Alabama Shakes,Hold On,0.841,0.19,0.014,-0.317,0.614,0.755,-0.594,-0.132,0.681,-0.697,0.249,-1.16,0.227,0.21,9
ROMES,Chillthefuckout.,0.08,0.767,0.396,-1.312,0.493,0.755,-0.351,-0.79,-0.581,0.483,-0.871,-0.426,-0.301,0.21,1
Big Brother & The Holding Company,Piece of My Heart,1.421,-0.604,0.273,-0.648,-0.01,0.755,0.781,0.051,-0.588,-0.171,0.332,1.292,0.47,0.21,2
Skid Row,Slave to the Grind,-2.522,-0.345,1.335,0.347,0.085,0.755,0.303,-0.795,0.733,0.288,-0.746,0.357,0.071,0.21,8
Mt. Eddy,Metaphor,-0.319,0.088,1.097,-0.648,0.865,0.755,-0.189,-0.72,-0.588,-0.265,-0.538,-0.986,0.092,0.21,1
The Hollies,Long Cool Woman (In a Black Dress) - 1999 Remaster,1.421,1.285,0.872,1.011,-0.35,0.755,-0.212,0.528,-0.581,0.998,1.369,0.551,-0.014,0.21,10
Attila,Clarity,0.725,-0.562,1.403,0.015,1.406,0.755,2.54,-0.795,-0.474,1.601,-1.121,1.265,0.099,0.21,10
Bad Habits,Let It Roll,-0.783,-0.117,1.335,-0.05,1.281,0.755,0.092,-0.794,-0.589,0.401,-0.296,-0.68,-0.413,0.21,8
Humbear,Take Your Time,-0.087,-0.706,-0.76,0.347,-1.069,0.755,-0.479,-0.306,-0.589,-0.284,0.095,0.032,-1.793,0.21,0
Central Cee,Gangbiz,1.015,1.182,0.069,1.675,0.621,-1.324,0.985,1.484,-0.332,-0.535,1.236,0.652,-0.453,0.21,5
Itay Levi,◊ò◊¢◊ô◊™◊ô,-1.189,-0.694,0.171,-0.98,0.708,-1.324,-0.255,0.206,-0.403,-0.72,0.012,1.798,0.898,0.21,9
Chain Reaction,"Mick Flannery, Susan O'Neill",-0.087,-1.266,-0.352,0.347,0.088,0.755,-0.637,1.191,0.93,0.388,0.703,1.948,-1.793,0.21,0
clipping.,Say the Name,0.493,-0.532,-1.006,-1.312,-0.369,0.755,-0.385,-0.242,-0.275,-0.177,-1.858,-1.284,0.883,0.21,5
Tuna,◊í◊ù ◊ñ◊î ◊ô◊¢◊ë◊ï◊®,0.145,0.1,-0.182,1.675,0.033,-1.324,0.111,0.364,-0.588,-0.604,-0.313,1.135,0.913,0.21,5
Patient Sixty-Seven,Antisocial,0.029,-0.009,1.39,0.015,1.158,0.755,0.781,-0.785,-0.589,0.558,1.094,0.992,-0.415,0.21,8
Ehud Banai,◊ñ◊≥◊ê◊ü ◊ñ◊≥◊ê◊ß ◊û◊ï◊ü ◊ê◊û◊ô,-1.711,-1.272,-0.173,-0.648,0.092,-1.324,-0.527,0.753,-0.588,-0.548,-1.017,1.932,0.536,-2.555,10
Rory Gallagher,They Don't Make Them Like You Anymore,-0.551,0.208,0.515,1.011,-0.081,-1.324,-0.515,-0.59,-0.589,0.671,1.773,-1.152,0.391,0.21,2
The Knickerbockers,Lies (are breaking my heart),-0.609,-0.315,0.141,1.011,-0.544,0.755,-0.594,1.481,0.391,0.093,1.694,0.749,-0.316,0.21,6
Cro-Mags,Hard Times,-0.145,-1.921,1.416,1.011,0.823,0.755,0.614,-0.785,2.748,-1.041,-1.162,3.104,-0.935,0.21,8
SAFE,Trap Smarter,0.029,-0.009,-1.376,0.347,-0.884,-1.324,4.754,1.555,-0.332,-0.573,1.161,2.011,-0.945,0.21,5
We Are Scientists,The Great Escape,0.087,-0.43,1.114,1.011,0.825,0.755,-0.457,-0.794,-0.589,-0.758,1.082,0.823,-0.017,0.21,6
Paul McCartney,No More Lonely Nights (Ballad) - Remastered 1993,0.493,-1.344,-0.997,-0.317,-1.569,0.755,-0.312,-0.784,-0.588,2.028,-0.313,1.69,1.0,0.21,10
Thornhill,Reptile,-0.319,-0.46,1.369,1.675,1.374,-1.324,1.571,-0.795,-0.551,1.142,-0.95,0.082,0.209,0.21,8
Patti Smith,Free Money,0.029,-1.206,0.235,1.011,0.069,-1.324,0.145,-0.607,-0.589,-0.246,-0.142,-1.517,0.279,0.21,1
Hayley Kiyoko,Found My Friends,0.957,0.467,0.26,1.675,0.835,-1.324,-0.577,-0.779,-0.403,-0.397,-0.401,-0.9,0.119,0.21,9
UniBe@t,This Is Just a Test,-0.667,0.767,-0.526,1.675,-1.121,-1.324,2.971,-0.795,0.391,-0.095,0.794,-0.291,1.45,0.21,6
"Anja Lechner, François Couturier",Flow,-0.319,-1.771,-2.652,-1.644,-4.384,-1.324,-0.412,2.398,2.789,-0.763,-1.812,-0.17,-1.793,0.21,7
The Glorious Sons,Closer To The Sky,0.261,0.515,0.927,0.347,0.836,0.755,-0.079,-0.786,-0.562,-0.548,-0.134,-0.97,0.05,0.21,10
Ricky Nelson,Poor Little Fool - Remastered,0.667,-0.418,-1.38,-0.01,-0.893,0.755,-0.596,1.291,-0.168,-0.416,1.348,1.081,-0.418,0.21,10
Whitesnake,Too Many Tears - 2020 Remix,-0.899,0.172,0.375,-0.01,0.623,0.755,-0.579,0.003,-0.588,-0.548,-0.396,-1.033,1.292,0.21,10
Accept,The Best Is yet to Come,0.087,-0.851,-0.067,1.675,0.165,-1.324,-0.571,-0.786,-0.589,-0.535,0.091,1.534,0.774,0.21,8
Tender Organs,Amythyst Kiah,-0.261,-0.917,-0.611,-0.317,0.113,-1.324,-0.53,0.84,-0.589,-0.703,-0.621,0.419,-1.793,0.21,0
Blur,The Universal,0.551,-1.362,-0.39,1.011,0.06,0.755,-0.615,-0.287,-0.589,-0.7,-1.05,1.367,0.352,-2.555,6
Katy Kirby,Juniper,-0.029,0.912,-0.543,0.679,-0.306,0.755,-0.592,0.927,-0.589,0.263,1.352,-0.223,-0.369,0.21,1
Grizfolk,The Ripple,0.145,0.274,0.502,-1.644,0.34,-1.324,-0.663,-0.783,-0.586,-0.747,0.836,-0.696,0.033,0.21,10
Tyler Rich,The Difference,0.742,-0.033,0.43,1.011,0.661,0.755,-0.288,-0.409,-0.589,-0.535,0.886,1.599,-1.793,0.21,4
Jefferson Airplane,Somebody to Love,1.537,-0.237,-0.36,-0.648,-0.344,0.755,-0.583,0.518,-0.168,0.784,0.699,0.331,-1.793,0.21,10
Gin Wigmore,Man Like That,-0.261,0.382,0.944,0.679,1.192,0.755,-0.041,-0.793,-0.574,2.273,0.22,-0.662,-0.27,0.21,9
Tyler Lawlor,St Martin,0.029,-0.466,-2.132,-1.312,-1.676,0.755,-0.415,2.388,2.93,-0.478,-0.684,0.175,-1.793,-2.555,7
Sir Sly,Loverboy,-0.029,0.755,0.524,0.015,0.359,0.755,0.088,0.19,-0.367,1.174,1.048,-1.137,-0.33,0.21,9
Pixey,Free to Live in Colour,-0.145,0.058,0.328,1.011,0.585,0.755,-0.519,-0.478,0.152,-0.39,0.707,-0.225,-0.057,0.21,1
Lata Mangeshkar,Vande Mataram - Female Vocals,-2.059,-1.049,-1.172,-0.317,-0.857,-1.324,-0.524,2.401,2.025,-0.422,1.082,1.525,-1.793,0.21,3
Bryan Adams,Cuts Like A Knife,-0.551,-0.454,-0.853,0.347,-2.291,0.755,-0.64,-0.731,-0.589,2.436,0.424,-0.901,-1.793,0.21,10
Story Of The Year,Until the Day I Die,1.247,0.322,1.14,1.675,0.82,-1.324,0.224,-0.387,-0.168,-0.916,0.199,-1.035,0.308,0.21,10
Gavin DeGraw,I Don't Want to Be,1.131,-0.724,0.846,0.009,0.687,-1.324,-0.122,-0.77,-0.403,-0.397,-0.101,1.086,0.152,0.21,9
Inhaler,Fade Into You,0.667,-0.454,-1.278,1.011,-0.69,0.755,-0.64,0.138,-0.569,-0.428,-0.954,0.589,1.025,-2.555,10
Gedy Ronen,◊õ◊ó ◊¢◊ú◊ô◊ï◊ü,-1.363,0.918,0.366,0.347,0.452,-1.324,-0.531,-0.791,-0.589,0.244,0.628,-0.226,0.635,0.21,10
Buddy Whittington,Pay the Band,-0.725,0.894,0.545,1.011,0.745,0.755,-0.363,-0.296,-0.589,0.269,-0.317,-0.152,0.649,0.21,2
Holly Golightly,There's an End,-0.551,1.056,-0.352,0.347,0.054,0.755,-0.618,-0.669,2.275,-0.639,1.144,-0.133,0.117,0.21,9
Anthrax,Madhouse,0.957,-1.29,0.944,1.011,-0.679,0.755,0.128,-0.718,-0.573,3.384,-0.022,1.384,0.527,0.21,8
Scorcher,Trend Setters,-1.537,0.96,1.152,0.347,0.708,0.755,2.815,-0.733,-0.332,0.539,0.528,-0.844,0.729,0.21,5
Sipper,Cure,-1.305,0.43,-0.577,-0.98,-0.067,0.755,-0.585,-0.28,2.841,-0.34,0.07,0.755,-0.372,0.21,9
BANNERS,Someone To You,2.001,-0.141,1.021,-1.312,0.596,0.755,-0.451,-0.779,-0.403,0.363,0.69,-1.611,0.17,0.21,9
"Gene Vincent, The Blue Caps",Lotta Lovin',-0.087,0.13,-0.713,0.347,-1.655,0.755,-0.348,1.671,-0.588,0.571,1.939,1.542,-1.793,0.21,10
All Them Witches,Fishbelly 86 Onions,-0.551,-2.054,0.749,0.347,-0.022,-1.324,0.057,-0.729,-0.294,-0.645,-0.022,-1.704,1.442,0.21,10
All Time Low,Monsters (feat. blackbear),1.885,-1.049,0.774,-0.01,1.102,-1.324,-0.223,-0.637,-0.168,1.381,1.231,-1.491,-0.238,0.21,10
Chaos (feat. Plàsi),"Axel Flóvent, Plàsi",-0.319,-0.917,-1.58,0.679,-0.37,0.755,-0.564,1.996,-0.581,-0.579,-1.579,-0.049,-1.793,-2.555,0
The Stone Roses,Waterfall - Remastered,1.015,-0.315,0.099,1.675,-0.076,0.755,-0.608,-0.719,0.391,1.601,-0.205,-0.639,0.697,0.21,6
There,Swimming Backwards,-1.015,0.821,-0.284,-0.317,-0.107,0.755,-0.583,0.885,2.722,-0.535,-1.508,-0.056,0.193,0.21,1
The Rolling Stones,Street Fighting Man,0.725,0.238,0.817,-0.01,0.172,0.755,-0.555,-0.474,-0.523,0.413,0.848,0.188,-0.05,0.21,10
Evergrey,Where August Mourns,-0.145,-1.043,1.276,-1.312,0.528,0.755,0.243,-0.795,-0.586,-0.315,-0.754,2.627,1.171,0.21,8
Destroy Boys,Crybaby,0.957,-0.766,1.195,-1.644,1.34,0.755,-0.482,-0.794,0.391,0.69,0.574,-0.866,-0.088,0.21,6
namesbliss,Strikers,-1.247,0.316,0.434,-1.644,0.95,0.755,3.138,-0.624,-0.332,0.451,-0.692,-0.875,-0.374,2.975,5
Asha Bhosle,Kahe Dil Ye Diwana,-1.059,-0.526,-1.55,1.675,-1.125,-1.324,0.117,2.369,1.262,0.219,1.352,0.38,-1.793,2.975,3
Foo Fighters,Run,0.957,-1.073,0.974,-0.648,-0.031,-1.324,-0.013,-0.795,-0.236,3.485,-1.292,0.457,1.095,0.21,10
Momma,Biohazard,-0.261,0.13,0.451,0.015,0.012,-1.324,-0.243,-0.752,2.368,-0.158,-0.092,0.049,-0.49,0.21,10
Ratt,Lay It Down,0.899,-0.61,0.409,1.343,-1.374,0.755,-0.53,-0.794,-0.559,-0.139,-0.863,2.553,0.043,0.21,8
21 Savage,Spiral,1.073,1.627,-0.016,-1.312,0.849,0.755,0.038,-0.79,-0.495,2.336,-1.483,-1.154,-0.261,0.21,5
Kasabian,Fire,1.247,-0.111,0.337,1.343,0.56,0.755,-0.582,-0.514,-0.034,-0.497,-1.279,-0.189,0.46,0.21,1
Mark Roswell Trio,It Might As Well Be Spring,0.899,-1.278,-2.098,1.011,-2.515,-1.324,-0.507,2.282,2.953,-0.472,-1.55,1.642,-1.793,-2.555,7
Jaded Heart,Reap What You Sow,-1.189,-0.508,1.152,1.675,0.185,0.755,-0.04,-0.795,-0.546,0.853,-0.188,1.6,-0.131,0.21,8
Eyal Golan,◊û◊õ◊ú ◊î◊ê◊î◊ë◊ï◊™ ◊î◊ñ◊û◊†◊ô◊ï◊™,-0.203,0.418,-1.057,0.015,0.083,-1.324,-0.623,1.223,-0.403,-0.491,-0.788,-1.068,0.265,-2.555,9
The 1975,Chocolate,1.247,0.424,1.169,1.675,0.852,0.755,-0.223,-0.794,-0.168,1.079,0.503,-0.763,0.214,0.21,10
Grouplove,Deleter,0.899,-0.736,1.395,0.679,1.045,0.755,0.53,-0.795,-0.415,-0.416,-0.167,1.264,0.3,0.21,10
Bullet For My Valentine,Tears Don't Fall,1.131,-1.981,1.14,0.347,1.127,-1.324,0.757,-0.793,-0.589,-0.732,-1.054,1.336,1.318,0.21,10
Michael Jackson,Billie Jean,2.291,2.265,-0.037,1.675,1.2,-1.324,-0.474,-0.719,-0.53,-1.007,1.502,-0.189,0.831,0.21,10
Daryl Hall & John Oates,She's Gone,1.189,-0.123,-1.367,-0.648,-1.512,0.755,-0.489,0.212,-0.588,2.668,-0.546,-1.526,1.006,0.21,10
Kaiser Chiefs,Oh My God,-0.203,-1.061,1.169,0.347,0.807,0.755,-0.399,-0.779,-0.589,1.456,0.291,1.87,0.126,0.21,10
Satellite Citi,Getaway,-1.073,-0.556,1.059,-1.312,0.884,0.755,-0.151,-0.794,-0.573,0.954,0.112,-0.223,0.164,0.21,6
Noga Erez,VIEWS,0.551,1.411,-0.139,1.011,0.192,-1.324,1.224,-0.1,-0.168,-0.624,0.911,-0.865,-0.311,0.21,10
Hatchie,Adored,-1.653,-0.712,0.133,-0.648,-0.341,0.755,-0.567,-0.794,-0.588,-0.472,0.495,-0.595,0.301,0.21,6
Beige Banquet,Wired/Weird,-1.247,0.629,1.22,-1.644,0.761,0.755,0.255,-0.788,2.301,-0.973,0.786,1.671,0.163,0.21,6
Abiotic,Emerald,-0.725,-1.362,1.178,-0.317,-0.445,0.755,0.745,-0.793,2.539,1.224,-1.71,-0.342,0.752,-2.555,8
1349,Slaves,-1.073,-2.011,1.123,-0.648,0.16,-1.324,0.255,-0.795,1.895,2.863,-0.784,2.415,0.827,0.21,8
Steve Cropper,Fire It Up,-0.609,0.521,0.991,-0.648,0.858,0.755,-0.584,0.251,-0.583,3.24,1.427,-1.067,-0.162,0.21,2
Bumpin Uglies,Cali Sober (with Pepper),-0.261,1.062,0.536,-1.644,0.744,0.755,-0.284,-0.742,-0.544,-0.852,0.811,0.591,0.09,0.21,10
Joni Mitchell,Big Yellow Taxi,1.479,0.406,-0.819,-0.648,-0.302,0.755,-0.528,1.069,-0.168,2.417,2.014,-1.254,-0.589,0.21,10
Cage The Elephant,Social Cues,1.421,0.749,1.063,1.011,1.189,0.755,-0.537,-0.757,-0.589,-0.535,1.86,0.318,0.163,0.21,6
Arlo Parks,Hope,0.725,0.28,-0.602,-1.644,-0.225,-1.324,-0.553,0.505,-0.588,1.01,-0.263,-0.793,0.619,0.21,1
AUDREY NUNA,Top Again,-1.885,1.369,-0.496,0.009,0.448,-1.324,0.829,-0.412,-0.589,-0.271,0.528,-0.964,-0.119,0.21,9
The Sanctuary,hold on,0.08,0.966,0.626,0.003,0.374,-1.324,-0.256,-0.64,2.148,-0.75,-0.9,0.148,0.073,0.21,1
Makeup And Vanity Set,"A Glowing Light, a Promise",0.261,0.172,1.254,0.679,0.836,0.755,-0.391,1.3,2.711,-0.573,-1.885,-0.731,1.188,0.21,6
Tash Sultana,Blame It On Society,0.667,0.485,-0.441,1.011,0.242,0.755,-0.397,0.714,-0.588,-0.095,0.178,-1.003,0.872,0.21,6
I've Been The One (feat. Meg Baird),"Bill Callahan, Bonnie Prince Billy, Meg Baird",-0.493,0.491,-1.983,1.011,-0.874,0.755,-0.505,1.889,-0.582,-0.647,-0.775,-0.101,-1.793,0.21,0
Then Comes Silence,Strangers,-0.319,-0.712,1.161,-1.312,0.898,0.755,-0.511,-0.795,2.476,-0.939,0.053,0.52,0.338,0.21,10
Deep Purple,Space Truckin' - Remastered 2012,0.261,0.461,0.914,1.011,-0.285,0.755,-0.424,-0.71,2.301,0.244,0.923,0.224,0.645,0.21,10
The Wombats,Cheetah Tongue,0.609,-0.063,1.293,-1.312,1.196,0.755,-0.272,-0.658,-0.587,-0.403,0.486,-0.934,0.167,0.21,6
Bryan's Magic Tears,Ghetto Blaster,-1.363,-2.671,0.307,-1.312,0.346,0.755,-0.472,-0.795,2.409,0.081,-0.68,2.503,0.911,0.21,10
